-0.00016566366,0.0
0.0353444,0.009683099
0.12318004,0.074823946
0.24748874,0.2878521
0.42272034,0.4709507
0.6635301,0.66989434
0.594314,0.54753524
0.63833153,0.73503524
0.47998974,0.35915494
0.39101437,0.631162
0.39603898,0.006161972
0.08320067,0.014084507
0.015453316,0.02024648
0.034315385,0.0
0.05130396,0.006161972
0.1265592,0.053697184
0.21337992,0.19366197
0.2876661,0.22359155
0.5130304,0.53433096
0.41455498,0.77728873
0.5194137,0.31073943
0.3995565,0.20510563
0.3241993,0.2535211
0.1507034,0.108274646
0.14294791,0.08010563
0.025015093,0.006161972
0.020219125,0.0
0.04811565,0.0035211267
0.06701628,0.05193662
0.153368,0.0818662
0.18726033,0.16637324
0.2162618,0.36179578
0.42060152,0.31866196
0.38357532,0.7007042
0.46530047,0.13820423
0.17094928,0.18133803
0.23181987,0.028169014
0.01593969,0.07042254
0.014408566,0.03697183
0.03333781,0.0
0.04026983,0.00528169
0.06971536,0.12764084
0.2483539,0.33274648
0.30333287,0.35827464
0.52677816,0.631162
0.4701519,0.38204226
0.5977575,0.78961265
0.44955614,0.7191901
0.4899961,0.54049295
0.34545407,0.38556337
0.2404494,0.20862676
0.11513633,0.051056337
0.0021989122,0.0
0.040225185,0.0044014086
0.12960762,0.13644366
0.29779193,0.33010563
0.40942606,0.48855633
0.6251564,0.6241197
0.62675774,0.30809858
0.5717757,0.5765845
0.48787042,0.25264084
0.28971168,0.22359155
0.27043247,0.39084506
0.16644004,0.055457745
0.04328356,0.029049296
0.02314923,0.0
0.060239293,0.0035211267
0.12048263,0.07394366
0.20107257,0.17165492
0.26162744,0.32130283
0.45130834,0.65228873
0.62188196,0.32130283
0.57387376,0.116197184
0.29169878,0.27200705
0.21818069,0.30809858
0.32598475,0.051056337
0.09673528,0.089788735
0.037449993,0.014964789
0.029973127,0.0
0.039510347,0.0044014086
0.08807949,0.09242958
0.21281898,0.29841548
0.316128,0.46478873
0.59673154,0.65316904
0.62626475,0.7359155
0.6383827,0.25440142
0.3662164,0.15933098
0.2923929,0.40580985
0.24468768,0.01584507
0.10345707,0.012323944
0.009313144,0.0070422534
0.051446714,0.0
0.055961348,0.0035211267
0.0992227,0.07658451
0.20832953,0.18838029
0.36834744,0.4559859
0.45378265,0.6505282
0.52175564,0.5862676
0.6350376,0.39788732
0.41745612,0.33274648
0.32602638,0.52112675
0.30475992,0.03521127
0.077023365,0.058978874
0.028280832,0.03257042
0.020740964,0.0
0.03759537,0.00528169
0.11502776,0.12764084
0.27268392,0.31161973
0.38317838,0.5334507
0.63998634,0.2535211
0.42685583,0.2359155
0.36434212,0.24119718
0.2232644,0.3160211
0.33143497,0.52728873
0.312848,0.09683099
0.0779523,0.13556337
0.056806065,0.022887323
0.035289325,0.0
0.050258435,0.002640845
0.1310767,0.0528169
0.18899351,0.30193663
0.34804264,0.5334507
0.6778742,0.6875
0.6635301,0.66021127
0.6228208,0.29929578
0.41244376,0.5721831
0.42518023,0.5440141
0.32640657,0.39700705
0.27428246,0.23327465
0.112287976,0.043133803
-0.00062777847,0.0
0.031530537,0.0070422534
0.116441526,0.111795776
0.3004501,0.30633804
0.46387902,0.16637324
0.3253567,0.278169
0.40057272,0.66021127
0.5199251,0.29841548
0.35149083,0.23503521
0.3276214,0.19982395
0.1458995,0.18397887
0.10602025,0.019366197
0.008671738,0.007922535
0.045109846,0.0
0.06737939,0.0044014086
0.07271258,0.09242958
0.15427446,0.42693663
0.45652106,0.41197184
0.59857786,0.37235916
0.57240266,0.38908452
0.39133486,0.6778169
0.45713446,0.3309859
0.3037214,0.23855634
0.2229144,0.044014085
0.033169247,0.07042254
0.021807946,0.023767605
0.040230967,0.0
0.07513497,0.0035211267
0.108513094,0.13204226
0.22665864,0.28961268
0.308265,0.48591548
0.6336513,0.23239437
0.33251542,0.19542253
0.325791,0.7077465
0.43796572,0.284331
0.22824189,0.465669
0.30048418,0.25176057
0.11416394,0.074823946
0.042841412,0.01056338
0.07367388,0.0
0.07632629,0.0035211267
0.12788427,0.12235916
0.23135084,0.31161973
0.3493076,0.48591548
0.561549,0.6434859
0.595628,0.18309858
0.38643113,0.39876762
0.42668697,0.25
0.23137861,0.10651408
0.23512393,0.026640104
0.033816673,0.06500185
0.019706525,0.009683099
0.036843278,0.0
0.063949205,0.0017605633
0.10988901,0.06514084
0.17911392,0.2878521
0.2657643,0.18838029
0.3045601,0.57834506
0.4665278,0.20334508
0.284363,0.68573946
0.42067465,0.50352114
0.24628586,0.11091549
0.19869864,0.26056337
0.15221593,0.06778169
0.035033323,0.013204225
0.029007591,0.0
0.078625895,0.0017605633
0.09584693,0.11091549
0.24234357,0.27288732
0.27634597,0.44454226
0.51215595,0.53609157
0.6598912,0.25880283
0.4207351,0.7623239
0.4740461,0.14260563
0.18114454,0.32922536
0.31575948,0.100352116
0.04560689,0.014084507
0.012269832,0.002640845
0.04615698,0.0
0.07240067,0.0035211267
0.11678255,0.11091549
0.23372328,0.2975352
0.30022523,0.47975352
0.6184595,0.6126761
0.46854833,0.6769366
0.5473569,0.17957747
0.29048795,0.15492958
0.27648187,0.5933099
0.3571985,0.26056337
0.14534649,0.18221831
0.080023505,0.03697183
0.019562699,0.0
0.03349421,0.0035211267
0.10521082,0.07746479
0.25373206,0.09066901
0.270958,0.48591548
0.581151,0.20070423
0.31379664,0.24383803
0.37619933,0.65933096
0.49910584,0.556338
0.3272534,0.29929578
0.33043587,0.3714789
0.18313348,0.12235916
0.0520998,0.013204225
0.13883522,0.0
0.06879727,0.0017605633
0.11499766,0.055457745
0.12906814,0.20246479
0.29660404,0.60211265
0.58719045,0.62235916
0.6635301,0.693662
0.56092423,0.6945422
0.4892671,0.23767605
0.3579904,0.17693663
0.32062495,0.32570422
0.20846394,0.17165492
0.06474862,0.03257042
-0.0017360076,0.0
0.04769174,0.0008802817
0.09308455,0.108274646
0.20045155,0.20862676
0.3517665,0.25176057
0.4166051,0.66989434
0.5333404,0.28257042
0.53231496,0.19102113
0.33422598,0.66461265
0.33549315,0.29577464
0.25381878,0.2790493
0.22514838,0.079225354
0.049616493,0.019366197
0.016888238,0.0
0.10239849,0.002640845
0.11723501,0.048415493
0.1968914,0.24559858
0.3020175,0.47447184
0.47521242,0.49735916
0.6635301,0.27024648
0.35641602,0.17605634
0.31100985,0.25264084
0.23091173,0.14612676
0.23872596,0.16813381
0.14969343,0.18045774
0.06585536,0.01056338
0.026379086,0.0
0.047591127,0.0008802817
0.09763745,0.041373238
0.13250005,0.13644366
0.20045668,0.44454226
0.47267756,0.5862676
0.6635301,0.6575704
0.6578053,0.32922536
0.3986077,0.1875
0.27185467,0.09507042
0.17429405,0.04049296
0.16446173,0.025528168
0.07279215,0.0035211267
0.039937712,0.0
0.05503104,0.0017605633
0.08175043,0.10915493
0.16085988,0.27728873
0.3769858,0.44894367
0.46780106,0.5695422
0.6217253,0.64700705
0.59324783,0.65228873
0.48135912,0.67165494
0.36769572,0.23503521
0.26120138,0.18397887
0.15151316,0.18045774
0.059593953,0.01056338
0.00278721,0.0
0.063457586,0.0008802817
0.11232603,0.058098592
0.19554996,0.30457747
0.38996777,0.41197184
0.6232901,0.5633803
0.5924994,0.63292253
0.59921205,0.29577464
0.45162103,0.1487676
0.27227694,0.16725352
